user-id,movie-id,recommendation-score
26,1530,4.0
18,2215,3.0
28,585,3.0
111,1064,5.0
148,366,4.0
29,25,4.0
69,141,4.5
188,26,5.0
100,2736,2.5
37,16,3.5
91,80,4.0
1,165,4.0
21,575,4.0
20,1499,2.5
112,1350,4.0
56,621,4.0
4,1176,2.5
8,469,3.0
49,852,4.0
17,190,3.5
87,734,4.0
55,2827,4.0
204,1900,2.0
9,1002,4.0
86,388,3.0
18,851,1.5
68,1714,3.0
15,796,3.0
49,2268,4.0
11,287,4.0
0,957,3.0
26,918,3.0
60,635,4.0
236,1437,3.5
39,809,4.0
32,864,2.0
53,1144,3.0
0,1082,5.0
148,962,4.0
221,225,3.0
170,464,5.0
67,841,2.0
82,1069,4.0
90,151,4.0
2,1147,3.0
187,213,2.0
75,458,4.0
214,594,5.0
145,225,5.0
80,1744,5.0
24,2502,1.0
167,2030,4.0
18,2336,3.0
156,214,0.5
11,313,2.0
157,458,4.0
135,1291,4.0
2,829,1.0
3,1676,2.0
221,183,4.0
18,2627,3.0
29,901,3.0
186,502,4.0
57,1071,3.5
226,1775,0.5
181,1491,5.0
33,2469,2.0
18,2580,2.0
16,2019,5.0
70,329,4.0
255,2551,4.0
102,2327,2.5
155,2429,3.5
20,1613,0.5
196,1851,3.5
242,2588,3.5
36,1848,3.5
33,2355,0.5
4,2285,4.5
197,1400,4.5
245,1663,2.0
30,1838,2.0
168,2013,1.5
62,946,3.5
5,1127,4.0
85,199,5.0
231,361,4.0
268,1216,4.0
2,1126,4.0
172,96,2.5
50,2320,5.0
296,409,4.0
40,2531,4.0
1,671,4.0
10,330,3.5
25,1564,4.0
75,762,4.0
217,1320,4.0
136,2013,5.0
131,762,5.0
20,606,3.5
6,1032,3.5
2,2769,2.0
3,594,2.5
173,1890,4.5
18,1838,2.5
196,1396,5.0
3,1909,2.0
5,192,5.0
28,703,4.0
21,703,4.0
5,2020,2.5
124,40,4.0
11,2043,4.5
51,540,5.0
231,186,4.0
77,995,4.0
108,1839,4.0
278,2164,4.5
35,2773,4.0
13,2333,2.0
43,477,5.0
45,141,2.5
9,818,3.0
28,484,4.0
108,224,2.5
61,297,3.5
21,467,4.0
46,247,3.0
86,347,4.0
91,998,4.5
79,979,4.0
270,649,4.0
15,1896,4.0
203,271,1.0
45,656,4.0
263,152,3.0
15,682,5.0
261,1437,4.0
127,686,4.0
250,1364,4.0
130,397,3.0
208,2010,5.0
180,450,2.0
25,1126,4.0
7,807,3.0
16,1810,3.0
13,904,4.0
123,328,4.5
3,2535,4.0
96,1378,3.0
6,2728,3.0
67,1857,5.0
124,1573,4.0
299,2462,1.0
0,743,4.0
164,228,4.0
16,1663,4.5
187,224,4.0
8,488,3.0
0,1446,3.0
129,770,4.0
296,395,5.0
2,387,5.0
2,1195,2.0
56,251,3.0
173,361,4.5
27,2011,3.5
279,1040,5.0
6,1008,3.5
9,761,3.0
74,559,4.0
61,946,3.5
19,98,3.0
269,617,2.0
11,663,4.5
260,315,5.0
261,1444,5.0
61,196,2.5
148,1890,4.0
222,1906,4.5
162,1103,2.0
243,373,4.0
164,802,2.0
230,2941,5.0
51,2777,3.0
3,2101,3.5
111,620,5.0
291,2160,3.0
23,2836,3.5
12,160,3.0
294,1529,4.0
0,2947,4.5
69,2098,3.5
290,234,5.0
47,1277,4.0
110,2145,4.5
27,1528,5.0
121,2329,4.0
227,624,3.5
208,583,4.0
48,630,5.0
0,2350,3.0
41,446,5.0
299,2407,5.0
42,561,4.0
118,2072,4.0
1,696,4.0
164,717,2.0
76,1996,3.5
3,2059,1.0
88,1965,3.5
33,2216,3.0
237,618,5.0
25,1684,4.0
140,2285,3.5
32,762,4.0
173,473,5.0
177,223,3.0
75,1687,3.0
72,1570,4.0
182,289,3.0
16,1257,3.0
75,2328,3.0
14,2464,3.0
4,2064,3.0
126,767,4.0
178,2343,3.5
247,236,3.0
294,0,5.0
64,2663,4.5
20,305,2.0
9,1859,4.0
7,975,4.0
3,892,0.5
246,132,4.0
146,2073,4.0
84,1599,4.0
70,1861,3.0
45,559,4.0
94,2339,3.5
238,186,4.5
25,1315,3.0
71,1287,4.0
6,1648,2.5
0,2439,3.0
14,627,4.0
128,409,2.0
79,1562,4.0
71,1853,4.0
9,633,5.0
16,2119,4.5
15,1760,4.0
54,890,4.5
226,890,4.5
0,2409,2.5
57,2257,5.0
47,339,1.0
0,2629,1.0
12,2336,2.0
61,809,2.0
266,338,5.0
1,815,2.0
41,1480,4.0
26,937,2.0
33,2039,3.0
140,275,2.5
12,29,4.5
217,233,4.5
0,573,3.5
168,2131,5.0
171,458,4.5
166,972,3.0
13,2224,2.0
87,38,5.0
56,45,3.0
54,2257,4.0
11,879,5.0
4,2648,3.5
7,2539,4.0
75,1335,4.0
62,96,4.0
178,80,4.0
149,1552,5.0
10,159,4.5
177,290,3.0
18,2,1.5
203,466,4.0
31,1122,4.0
80,674,4.0
277,2912,4.5
28,386,1.0
157,1455,4.0
11,1308,2.0
190,2867,4.0
248,113,3.0
280,2333,5.0
99,2285,4.0
97,2257,5.0
20,1567,2.0
68,2923,4.0
12,1462,2.5
62,903,1.0
224,1598,3.0
109,2124,5.0
1,1403,4.0
71,1792,3.0
47,1073,2.0
243,820,4.0
182,403,3.0
52,579,5.0
93,2551,4.0
295,2442,4.0
42,359,4.0
44,127,4.0
19,1408,4.0
261,1797,3.0
141,2491,5.0
103,805,4.0
10,2437,4.0
131,943,2.0
111,630,5.0
239,2441,4.0
120,389,1.0
19,68,3.0
164,1707,3.0
238,2554,5.0
55,2234,3.5
246,141,5.0
29,468,3.0
5,610,4.0
143,2801,5.0
174,2723,4.0
17,1701,2.0
21,1254,5.0
286,1695,2.0
184,2277,4.5
33,1900,0.5
85,1549,4.0
215,809,2.5
173,2009,3.5
13,1372,1.0
74,638,4.0
7,2649,3.5
13,555,1.5
56,381,3.0
50,1113,4.0
141,2368,5.0
0,1360,3.0
123,2257,4.5
0,2199,4.5
33,1950,3.5
299,2607,4.0
68,2075,3.5
11,1009,4.0
109,2692,2.5
18,1218,1.5
43,1033,4.0
129,1706,4.5
141,540,2.0
46,676,5.0
169,2947,4.5
74,422,4.0
91,309,3.5
20,1711,4.0
37,630,3.5
284,164,5.0
95,2007,5.0
190,2551,4.0
21,932,4.0
296,15,4.0
0,1296,3.0
6,1151,3.0
129,1087,3.0
301,816,1.0
200,1697,5.0
26,800,2.0
10,1793,3.0
158,530,5.0
18,733,4.0
52,606,5.0
82,2457,3.5
250,1124,5.0
198,1,3.0
62,418,1.5
24,446,5.0
94,837,5.0
22,349,3.0
0,2335,2.5
52,457,5.0
2,1625,2.0
15,1655,3.0
93,2664,5.0
65,2151,2.5
190,2913,3.0
32,2471,5.0
260,405,4.0
27,1499,5.0
78,1768,4.0
221,233,3.0
132,2285,5.0
29,308,4.0
154,1383,2.0
65,1209,4.5
69,110,2.5
7,583,4.0
278,1422,4.0
96,1872,3.0
181,945,4.0
19,575,5.0
264,1686,4.0
7,2677,4.0
122,787,4.0
54,2556,4.0
182,347,3.0
114,843,5.0
33,2202,3.0
120,42,4.0
133,722,4.0
96,1952,3.0
249,2262,3.0
250,606,4.0
143,2755,5.0
156,2599,3.0
1,309,5.0
224,42,4.0
14,2589,4.0
71,1982,2.0
123,1334,2.5
215,1808,2.0
79,1396,4.0
108,252,4.0
3,591,2.5
49,936,3.0
86,1045,2.0
5,2046,4.0
125,1332,0.5
134,2663,4.0
110,1697,5.0
87,1378,3.0
193,2421,3.5
1,856,2.0
175,2404,4.5
57,1090,3.5
255,2007,5.0
48,2359,4.0
80,2057,3.0
0,934,3.0
75,1076,2.0
118,975,3.5
25,1692,3.0
20,1951,2.5
39,23,3.0
16,916,4.0
176,546,4.0
35,2540,3.5
115,885,3.0
167,1400,4.0
18,1422,4.0
49,773,3.0
10,901,4.5
16,1273,4.0
26,1177,3.0
219,1279,4.0
260,363,4.0
44,1819,3.0
63,1011,2.0
10,429,3.5
31,679,4.0
155,2007,4.5
283,28,3.0
11,1137,4.0
242,328,4.5
200,1217,3.0
73,852,4.0
172,370,4.0
134,2421,3.0
2,886,4.0
12,1841,3.5
89,1851,5.0
165,364,3.0
53,1063,3.0
54,2839,2.0
55,1227,4.5
56,182,3.0
80,1873,3.0
197,1803,3.5
26,560,4.0
156,164,3.0
121,2312,3.5
34,2321,3.0
44,1826,3.0
3,2035,4.0
176,421,4.0
10,1896,4.0
12,1001,4.0
271,1206,4.5
19,197,4.0
108,1996,3.5
224,2027,3.0
44,209,2.0
19,1305,5.0
179,137,4.0
149,688,4.0
278,1996,4.5
8,459,3.0
4,1139,3.5
130,0,5.0
62,287,4.0
7,1841,3.0
200,1848,3.5
271,1663,5.0
25,823,4.0
1,133,3.0
50,863,4.5
38,2350,4.0
31,98,3.0
183,60,3.0
18,2415,2.0
19,1025,2.0
3,2756,4.0
34,1894,3.0
32,759,5.0
67,1107,4.0
18,1792,2.0
82,2510,3.5
27,2255,5.0
154,504,3.0
110,639,4.5
74,116,4.0
59,1016,3.5
274,2136,5.0
29,1150,3.0
4,75,3.5
71,1499,4.0
151,971,4.0
3,2494,1.5
27,17,4.5
40,2535,4.5
187,630,4.0
22,1400,3.0
47,890,5.0
3,239,3.5
25,12,3.0
204,1043,2.0
232,2064,3.5
228,2930,3.5
7,2042,3.5
242,2280,4.5
124,965,4.0
5,1908,1.5
7,1923,4.0
105,1227,3.5
190,360,3.5
18,1094,3.5
2,2218,1.5
6,1439,3.0
2,2209,3.0
108,805,4.0
24,2474,3.5
128,2535,4.0
4,367,3.0
141,1533,5.0
289,96,4.0
131,673,5.0
59,1072,4.0
17,2217,4.5
7,796,4.0
102,2764,4.5
115,41,2.0
275,405,2.5
18,1914,1.5
87,603,4.0
22,492,4.0
20,936,2.0
51,774,5.0
1,1562,5.0
4,2952,3.5
57,2098,4.0
79,1180,5.0
44,1849,5.0
284,630,5.0
276,1851,5.0
245,1044,4.0
41,1453,4.0
50,2124,4.5
17,1992,3.5
53,1555,3.0
1,193,1.0
5,402,4.0
226,622,5.0
82,617,5.0
20,2022,1.5
15,1238,3.0
92,938,4.0
98,2007,4.0
3,1330,1.0
53,2212,3.0
1,885,4.0
6,531,2.0
0,2043,4.0
69,370,2.0
3,297,3.0
237,617,5.0
184,456,3.5
76,91,4.0
199,998,4.0
33,1176,3.5
138,2599,5.0
3,346,2.0
26,1617,3.0
1,232,5.0
234,596,5.0
71,1297,4.0
232,198,5.0
3,1346,2.5
8,2026,2.0
91,473,5.0
63,575,2.0
51,2445,5.0
113,363,4.0
162,1827,3.0
17,651,3.5
148,2124,4.0
32,868,5.0
215,620,3.0
93,2785,5.0
113,2698,3.5
175,363,4.5
202,1455,4.0
245,822,4.0
243,611,5.0
28,272,2.0
74,619,5.0
25,1050,2.0
67,162,5.0
36,672,5.0
6,151,3.5
4,1216,3.0
6,703,2.5
273,183,5.0
34,42,4.5
5,1904,4.0
180,937,2.0
225,271,5.0
59,2285,4.5
133,464,5.0
201,184,4.0
133,26,3.0
23,1233,3.0
201,2434,5.0
259,975,4.0
43,1797,1.5
21,1069,4.0
3,2708,3.5
86,272,2.0
123,2253,4.5
4,119,3.5
29,1609,5.0
120,381,1.0
95,230,3.5
167,1854,4.5
132,2760,3.0
155,42,4.0
23,357,4.0
106,578,5.0
45,2167,4.5
14,1485,2.0
67,2053,3.0
133,460,4.0
33,1829,3.5
12,996,3.0
3,2648,1.0
171,329,4.0
51,41,2.5
4,2074,3.0
235,2504,3.0
54,417,3.5
259,1462,3.5
0,1611,3.5
119,1333,4.0
226,676,4.5
76,224,4.5
147,204,4.0
92,1216,3.0
111,833,2.0
5,786,3.0
2,2894,3.5
112,1524,5.0
38,2213,3.0
115,2339,4.5
92,1618,4.0
49,1307,2.5
18,784,1.5
83,1396,5.0
11,568,4.0
95,125,5.0
202,294,4.0
160,1485,3.0
21,976,3.0
161,1663,5.0
63,2162,4.5
1,143,4.0
157,97,3.5
177,347,3.0
29,211,3.0
11,1698,3.0
178,2213,3.5
169,1728,4.5
189,531,3.0
18,184,5.0
27,2477,4.0
25,771,3.0
198,52,3.0
232,38,2.5
165,196,3.0
57,999,3.5
212,2836,3.5
26,404,4.0
287,2746,3.5
255,785,3.0
1,1270,4.0
79,489,5.0
81,201,3.0
48,779,1.0
88,594,5.0
26,1318,3.0
20,2164,2.0
58,879,2.5
49,707,4.5
21,1090,5.0
49,2022,3.0
120,1305,3.0
304,184,3.0
82,197,3.0
92,1899,4.0
241,548,4.0
13,2700,2.0
117,287,4.0
57,812,4.0
79,1558,4.0
30,1482,5.0
28,1396,4.0
5,850,4.0
130,364,3.0
16,619,5.0
59,2343,2.0
21,368,2.0
102,2167,4.5
0,1003,0.5
174,844,4.5
51,2064,3.0
204,473,2.0
33,309,1.0
44,422,3.0
0,315,3.0
15,1095,4.0
26,1418,4.0
189,8,3.0
16,26,3.0
8,497,2.5
118,2198,4.0
16,2204,4.5
300,563,4.0
49,1364,4.5
1,1192,4.0
62,142,5.0
116,756,4.0
111,370,5.0
55,2343,4.0
217,1307,4.0
50,1345,2.5
1,516,4.0
287,2698,2.0
47,555,4.0
74,548,2.0
197,1207,4.0
56,417,3.0
128,754,3.5
294,633,4.0
49,161,2.0
305,624,4.5
138,2072,3.5
177,40,4.0
88,1852,4.5
270,728,4.0
55,1072,4.5
22,1105,4.0
1,1255,3.0
93,2488,4.5
99,6,4.0
196,1444,4.0
6,2134,4.0
175,617,5.0
72,1064,4.0
96,1740,1.0
214,184,4.5
29,968,2.0
67,365,5.0
244,359,5.0
152,2840,0.5
132,2654,3.5
29,2370,4.5
6,1312,3.5
80,1072,4.0
86,342,2.0
0,1113,4.0
14,568,3.0
111,72,4.0
204,596,3.0
14,1278,3.5
46,466,3.0
83,2043,4.0
64,2395,4.0
72,630,4.5
108,381,3.5
177,284,4.0
1,346,5.0
286,1742,4.0
129,147,4.5
246,108,5.0
3,2951,2.5
149,5,3.0
51,1420,3.5
237,77,4.0
59,2357,0.5
11,369,2.0
6,1417,3.5
287,2106,5.0
301,1084,3.0
20,47,2.0
93,2890,4.5
8,242,5.0
14,1163,4.5
166,611,2.0
15,1533,1.0
137,1396,4.5
104,2753,4.0
143,2694,4.5
34,1877,3.5
45,2450,3.0
205,841,4.5
133,109,4.0
93,805,4.5
13,2838,2.5
90,19,4.0
144,2809,3.5
88,1333,4.0
86,639,4.0
299,2119,3.5
16,1142,3.0
105,164,1.0
6,2607,3.5
18,2239,3.0
2,1715,4.0
86,297,4.0
101,656,5.0
144,2625,3.5
2,849,4.0
201,1381,5.0
147,744,5.0
27,2075,3.0
65,1261,4.0
287,1325,3.5
281,72,4.0
239,2374,5.0
219,658,4.0
83,1931,5.0
19,618,5.0
46,687,3.0
224,408,1.0
49,1942,4.0
13,921,2.5
96,2110,4.0
41,1558,4.0
298,183,4.0
75,674,4.5
135,765,4.0
78,416,4.0
34,2831,3.5
136,622,4.0
136,2549,4.0
76,1983,5.0
34,2706,4.5
5,304,2.0
143,2352,4.0
79,1145,4.0
73,315,4.0
34,540,4.0
217,1069,4.0
43,2280,5.0
4,1820,0.5
10,2082,4.0
6,1137,2.5
16,2339,4.5
225,89,4.0
202,1166,3.0
109,2534,4.5
144,1016,3.5
159,819,3.0
243,438,3.0
79,682,4.0
81,1690,4.0
6,1818,1.5
39,1037,3.0
9,675,4.0
37,482,4.0
291,2359,3.0
110,2251,4.0
145,299,4.0
22,411,5.0
74,495,4.0
243,932,3.0
153,207,3.0
206,1194,2.0
11,1840,3.0
299,828,4.0
175,2008,1.0
156,2684,3.5
218,218,4.0
55,2112,5.0
183,1016,4.5
51,309,3.0
88,340,3.0
118,2686,4.0
93,183,4.5
266,1752,4.0
83,1498,3.0
281,252,5.0
3,2124,5.0
123,23,4.0
4,1545,4.0
